,Quantidade,AnoMes,AnoMesSemana,AnoMesSemana1SemanaAnterior,AnoMesSemana2SemanaAnterior,AnoMesSemanaAnoAnterior,AnoMesSemanaAnoAnterior1Semana,AnoMesSemanaAnoAnterior2Semana
584,2841.0,2020-10,2020-10-43,2020-10-42,2020-10-41,2019-10-43,2019-10-42,2019-10-41
585,2600.0,2020-10,2020-10-43,2020-10-42,2020-10-41,2019-10-43,2019-10-42,2019-10-41
586,3649.0,2020-10,2020-10-43,2020-10-42,2020-10-41,2019-10-43,2019-10-42,2019-10-41
587,1161.0,2020-11,2020-11-43,2020-10-42,2020-10-41,2019-11-43,2019-10-42,2019-10-41
588,1173.0,2020-11,2020-11-44,2020-10-43,2020-10-42,2019-11-43,2019-10-42,2019-10-41
589,2613.0,2020-11,2020-11-44,2020-10-43,2020-10-42,2019-11-43,2019-10-42,2019-10-41
590,2893.0,2020-11,2020-11-44,2020-10-43,2020-10-42,2019-11-44,2019-10-43,2019-10-42
591,2910.0,2020-11,2020-11-44,2020-10-43,2020-10-42,2019-11-44,2019-10-43,2019-10-42
592,3669.0,2020-11,2020-11-44,2020-10-43,2020-10-42,2019-11-44,2019-10-43,2019-10-42
593,4628.0,2020-11,2020-11-44,2020-10-43,2020-10-42,2019-11-44,2019-10-43,2019-10-42
594,1131.0,2020-11,2020-11-44,2020-11-43,2020-10-42,2019-11-44,2019-11-43,2019-10-42
595,3215.0,2020-11,2020-11-45,2020-11-44,2020-10-43,2019-11-44,2019-11-43,2019-10-42
596,3173.0,2020-11,2020-11-45,2020-11-44,2020-10-43,2019-11-44,2019-11-43,2019-10-42
597,3051.0,2020-11,2020-11-45,2020-11-44,2020-10-43,2019-11-45,2019-11-44,2019-10-43
598,3067.0,2020-11,2020-11-45,2020-11-44,2020-10-43,2019-11-45,2019-11-44,2019-10-43
599,3651.0,2020-11,2020-11-45,2020-11-44,2020-10-43,2019-11-45,2019-11-44,2019-10-43
600,4732.0,2020-11,2020-11-45,2020-11-44,2020-10-43,2019-11-45,2019-11-44,2019-10-43
601,1087.0,2020-11,2020-11-45,2020-11-44,2020-11-43,2019-11-45,2019-11-44,2019-11-43
602,2781.0,2020-11,2020-11-46,2020-11-45,2020-11-44,2019-11-45,2019-11-44,2019-11-43
603,3064.0,2020-11,2020-11-46,2020-11-45,2020-11-44,2019-11-45,2019-11-44,2019-11-43
604,2674.0,2020-11,2020-11-46,2020-11-45,2020-11-44,2019-11-46,2019-11-45,2019-11-44
605,3293.0,2020-11,2020-11-46,2020-11-45,2020-11-44,2019-11-46,2019-11-45,2019-11-44
606,1851.0,2020-11,2020-11-46,2020-11-45,2020-11-44,2019-11-46,2019-11-45,2019-11-44
607,4454.0,2020-11,2020-11-46,2020-11-45,2020-11-44,2019-11-46,2019-11-45,2019-11-44
608,1092.0,2020-11,2020-11-46,2020-11-45,2020-11-44,2019-11-46,2019-11-45,2019-11-44
609,2766.0,2020-11,2020-11-47,2020-11-46,2020-11-45,2019-11-46,2019-11-45,2019-11-44
610,3127.0,2020-11,2020-11-47,2020-11-46,2020-11-45,2019-11-46,2019-11-45,2019-11-44
611,3113.0,2020-11,2020-11-47,2020-11-46,2020-11-45,2019-11-47,2019-11-46,2019-11-45
612,3723.0,2020-11,2020-11-47,2020-11-46,2020-11-45,2019-11-47,2019-11-46,2019-11-45
613,5377.0,2020-11,2020-11-47,2020-11-46,2020-11-45,2019-11-47,2019-11-46,2019-11-45
614,5771.0,2020-11,2020-11-47,2020-11-46,2020-11-45,2019-11-47,2019-11-46,2019-11-45
615,1568.0,2020-11,2020-11-47,2020-11-46,2020-11-45,2019-11-47,2019-11-46,2019-11-45
616,3848.0,2020-11,2020-11-48,2020-11-47,2020-11-46,2019-11-47,2019-11-46,2019-11-45
617,4328.0,2020-12,2020-12-48,2020-11-47,2020-11-46,2019-12-47,2019-11-46,2019-11-45
618,4708.0,2020-12,2020-12-48,2020-11-47,2020-11-46,2019-12-48,2019-11-47,2019-11-46
619,4844.0,2020-12,2020-12-48,2020-11-47,2020-11-46,2019-12-48,2019-11-47,2019-11-46
620,5441.0,2020-12,2020-12-48,2020-11-47,2020-11-46,2019-12-48,2019-11-47,2019-11-46
621,7281.0,2020-12,2020-12-48,2020-11-47,2020-11-46,2019-12-48,2019-11-47,2019-11-46
622,2510.0,2020-12,2020-12-48,2020-11-47,2020-11-46,2019-12-48,2019-11-47,2019-11-46
623,5040.0,2020-12,2020-12-49,2020-11-48,2020-11-47,2019-12-48,2019-11-47,2019-11-46
624,6045.0,2020-12,2020-12-49,2020-12-48,2020-11-47,2019-12-48,2019-12-47,2019-11-46
625,5827.0,2020-12,2020-12-49,2020-12-48,2020-11-47,2019-12-49,2019-12-48,2019-11-47
626,5894.0,2020-12,2020-12-49,2020-12-48,2020-11-47,2019-12-49,2019-12-48,2019-11-47
627,6975.0,2020-12,2020-12-49,2020-12-48,2020-11-47,2019-12-49,2019-12-48,2019-11-47
628,9209.0,2020-12,2020-12-49,2020-12-48,2020-11-47,2019-12-49,2019-12-48,2019-11-47
629,3258.0,2020-12,2020-12-49,2020-12-48,2020-11-47,2019-12-49,2019-12-48,2019-11-47
630,7298.0,2020-12,2020-12-50,2020-12-49,2020-11-48,2019-12-49,2019-12-48,2019-11-47
631,7885.0,2020-12,2020-12-50,2020-12-49,2020-12-48,2019-12-49,2019-12-48,2019-12-47
632,8095.0,2020-12,2020-12-50,2020-12-49,2020-12-48,2019-12-50,2019-12-49,2019-12-48
633,8939.0,2020-12,2020-12-50,2020-12-49,2020-12-48,2019-12-50,2019-12-49,2019-12-48
634,10197.0,2020-12,2020-12-50,2020-12-49,2020-12-48,2019-12-50,2019-12-49,2019-12-48
635,13276.0,2020-12,2020-12-50,2020-12-49,2020-12-48,2019-12-50,2019-12-49,2019-12-48
636,6535.0,2020-12,2020-12-50,2020-12-49,2020-12-48,2019-12-50,2019-12-49,2019-12-48
637,12709.0,2020-12,2020-12-51,2020-12-50,2020-12-49,2019-12-50,2019-12-49,2019-12-48
638,13215.0,2020-12,2020-12-51,2020-12-50,2020-12-49,2019-12-50,2019-12-49,2019-12-48
639,16546.0,2020-12,2020-12-51,2020-12-50,2020-12-49,2019-12-51,2019-12-50,2019-12-49
640,11458.0,2020-12,2020-12-51,2020-12-50,2020-12-49,2019-12-51,2019-12-50,2019-12-49
641,5928.0,2020-12,2020-12-51,2020-12-50,2020-12-49,2019-12-51,2019-12-50,2019-12-49
642,1664.0,2020-12,2020-12-51,2020-12-50,2020-12-49,2019-12-51,2019-12-50,2019-12-49
643,5925.0,2020-12,2020-12-52,2020-12-51,2020-12-50,2019-12-51,2019-12-50,2019-12-49
644,7022.0,2020-12,2020-12-52,2020-12-51,2020-12-50,2019-12-51,2019-12-50,2019-12-49
645,8266.0,2020-12,2020-12-52,2020-12-51,2020-12-50,2019-12-52,2019-12-51,2019-12-50
646,5231.0,2020-12,2020-12-52,2020-12-51,2020-12-50,2019-12-52,2019-12-51,2019-12-50
647,1823.0,2021-01,2021-01-00,2020-12-51,2020-12-50,2020-01-00,2019-12-51,2019-12-50
648,751.0,2021-01,2021-01-00,2020-12-51,2020-12-50,2020-01-00,2019-12-51,2019-12-50
649,2102.0,2021-01,2021-01-01,2020-12-52,2020-12-51,2020-01-00,2019-12-51,2019-12-50
650,2327.0,2021-01,2021-01-01,2020-12-52,2020-12-51,2020-01-00,2019-12-51,2019-12-50
651,2145.0,2021-01,2021-01-01,2020-12-52,2020-12-51,2020-01-01,2019-12-52,2019-12-51
652,2423.0,2021-01,2021-01-01,2020-12-52,2020-12-51,2020-01-01,2019-12-52,2019-12-51
653,2675.0,2021-01,2021-01-01,2021-01-00,2020-12-51,2020-01-01,2020-01-00,2019-12-51
654,2903.0,2021-01,2021-01-01,2021-01-00,2020-12-51,2020-01-01,2020-01-00,2019-12-51
655,892.0,2021-01,2021-01-01,2021-01-00,2020-12-51,2020-01-01,2020-01-00,2019-12-51
656,2286.0,2021-01,2021-01-02,2021-01-01,2020-12-52,2020-01-01,2020-01-00,2019-12-51
657,2010.0,2021-01,2021-01-02,2021-01-01,2020-12-52,2020-01-01,2020-01-00,2019-12-51
658,1965.0,2021-01,2021-01-02,2021-01-01,2020-12-52,2020-01-02,2020-01-01,2019-12-52
659,2043.0,2021-01,2021-01-02,2021-01-01,2020-12-52,2020-01-02,2020-01-01,2019-12-52
660,2102.0,2021-01,2021-01-02,2021-01-01,2021-01-00,2020-01-02,2020-01-01,2020-01-00
661,2332.0,2021-01,2021-01-02,2021-01-01,2021-01-00,2020-01-02,2020-01-01,2020-01-00
662,619.0,2021-01,2021-01-02,2021-01-01,2021-01-00,2020-01-02,2020-01-01,2020-01-00
663,1753.0,2021-01,2021-01-03,2021-01-02,2021-01-01,2020-01-02,2020-01-01,2020-01-00
664,1804.0,2021-01,2021-01-03,2021-01-02,2021-01-01,2020-01-02,2020-01-01,2020-01-00
665,617.0,2021-01,2021-01-03,2021-01-02,2021-01-01,2020-01-03,2020-01-02,2020-01-01
666,1868.0,2021-01,2021-01-03,2021-01-02,2021-01-01,2020-01-03,2020-01-02,2020-01-01
667,1831.0,2021-01,2021-01-03,2021-01-02,2021-01-01,2020-01-03,2020-01-02,2020-01-01
668,1822.0,2021-01,2021-01-03,2021-01-02,2021-01-01,2020-01-03,2020-01-02,2020-01-01
669,518.0,2021-01,2021-01-03,2021-01-02,2021-01-01,2020-01-03,2020-01-02,2020-01-01
670,1482.0,2021-01,2021-01-04,2021-01-03,2021-01-02,2020-01-03,2020-01-02,2020-01-01
671,1448.0,2021-01,2021-01-04,2021-01-03,2021-01-02,2020-01-03,2020-01-02,2020-01-01
672,1424.0,2021-01,2021-01-04,2021-01-03,2021-01-02,2020-01-04,2020-01-03,2020-01-02
673,1486.0,2021-01,2021-01-04,2021-01-03,2021-01-02,2020-01-04,2020-01-03,2020-01-02
674,1584.0,2021-01,2021-01-04,2021-01-03,2021-01-02,2020-01-04,2020-01-03,2020-01-02
675,1794.0,2021-01,2021-01-04,2021-01-03,2021-01-02,2020-01-04,2020-01-03,2020-01-02
676,539.0,2021-01,2021-01-04,2021-01-03,2021-01-02,2020-01-04,2020-01-03,2020-01-02
677,1544.0,2021-02,2021-02-05,2021-01-04,2021-01-03,2020-02-04,2020-01-03,2020-01-02
678,1481.0,2021-02,2021-02-05,2021-01-04,2021-01-03,2020-02-04,2020-01-03,2020-01-02
679,1674.0,2021-02,2021-02-05,2021-01-04,2021-01-03,2020-02-05,2020-01-04,2020-01-03
680,1692.0,2021-02,2021-02-05,2021-01-04,2021-01-03,2020-02-05,2020-01-04,2020-01-03
681,1749.0,2021-02,2021-02-05,2021-01-04,2021-01-03,2020-02-05,2020-01-04,2020-01-03
682,2523.0,2021-02,2021-02-05,2021-01-04,2021-01-03,2020-02-05,2020-01-04,2020-01-03
683,791.0,2021-02,2021-02-05,2021-01-04,2021-01-03,2020-02-05,2020-01-04,2020-01-03
684,1760.0,2021-02,2021-02-06,2021-02-05,2021-01-04,2020-02-05,2020-02-04,2020-01-03
685,1804.0,2021-02,2021-02-06,2021-02-05,2021-01-04,2020-02-05,2020-02-04,2020-01-03
686,1813.0,2021-02,2021-02-06,2021-02-05,2021-01-04,2020-02-06,2020-02-05,2020-01-04
687,1778.0,2021-02,2021-02-06,2021-02-05,2021-01-04,2020-02-06,2020-02-05,2020-01-04
688,2073.0,2021-02,2021-02-06,2021-02-05,2021-01-04,2020-02-06,2020-02-05,2020-01-04
689,2269.0,2021-02,2021-02-06,2021-02-05,2021-01-04,2020-02-06,2020-02-05,2020-01-04
690,557.0,2021-02,2021-02-06,2021-02-05,2021-01-04,2020-02-06,2020-02-05,2020-01-04
691,1617.0,2021-02,2021-02-07,2021-02-06,2021-02-05,2020-02-06,2020-02-05,2020-02-04
692,436.0,2021-02,2021-02-07,2021-02-06,2021-02-05,2020-02-06,2020-02-05,2020-02-04
693,1308.0,2021-02,2021-02-07,2021-02-06,2021-02-05,2020-02-07,2020-02-06,2020-02-05
694,1627.0,2021-02,2021-02-07,2021-02-06,2021-02-05,2020-02-07,2020-02-06,2020-02-05
695,1774.0,2021-02,2021-02-07,2021-02-06,2021-02-05,2020-02-07,2020-02-06,2020-02-05
696,2089.0,2021-02,2021-02-07,2021-02-06,2021-02-05,2020-02-07,2020-02-06,2020-02-05
697,477.0,2021-02,2021-02-07,2021-02-06,2021-02-05,2020-02-07,2020-02-06,2020-02-05
698,1190.0,2021-02,2021-02-08,2021-02-07,2021-02-06,2020-02-07,2020-02-06,2020-02-05
699,1408.0,2021-02,2021-02-08,2021-02-07,2021-02-06,2020-02-07,2020-02-06,2020-02-05
700,1263.0,2021-02,2021-02-08,2021-02-07,2021-02-06,2020-02-08,2020-02-07,2020-02-06
701,1361.0,2021-02,2021-02-08,2021-02-07,2021-02-06,2020-02-08,2020-02-07,2020-02-06
702,1895.0,2021-02,2021-02-08,2021-02-07,2021-02-06,2020-02-08,2020-02-07,2020-02-06
703,2179.0,2021-02,2021-02-08,2021-02-07,2021-02-06,2020-02-08,2020-02-07,2020-02-06
704,689.0,2021-02,2021-02-08,2021-02-07,2021-02-06,2020-02-08,2020-02-07,2020-02-06
705,1552.0,2021-03,2021-03-09,2021-02-08,2021-02-07,2020-03-08,2020-02-07,2020-02-06
706,1659.0,2021-03,2021-03-09,2021-02-08,2021-02-07,2020-03-09,2020-02-08,2020-02-07
707,1643.0,2021-03,2021-03-09,2021-02-08,2021-02-07,2020-03-09,2020-02-08,2020-02-07
708,1913.0,2021-03,2021-03-09,2021-02-08,2021-02-07,2020-03-09,2020-02-08,2020-02-07
709,1923.0,2021-03,2021-03-09,2021-02-08,2021-02-07,2020-03-09,2020-02-08,2020-02-07
710,2606.0,2021-03,2021-03-09,2021-02-08,2021-02-07,2020-03-09,2020-02-08,2020-02-07
711,610.0,2021-03,2021-03-09,2021-02-08,2021-02-07,2020-03-09,2020-02-08,2020-02-07
712,1949.0,2021-03,2021-03-10,2021-03-09,2021-02-08,2020-03-09,2020-03-08,2020-02-07
713,1582.0,2021-03,2021-03-10,2021-03-09,2021-02-08,2020-03-10,2020-03-09,2020-02-08
714,1636.0,2021-03,2021-03-10,2021-03-09,2021-02-08,2020-03-10,2020-03-09,2020-02-08
715,1694.0,2021-03,2021-03-10,2021-03-09,2021-02-08,2020-03-10,2020-03-09,2020-02-08
716,1813.0,2021-03,2021-03-10,2021-03-09,2021-02-08,2020-03-10,2020-03-09,2020-02-08
717,2105.0,2021-03,2021-03-10,2021-03-09,2021-02-08,2020-03-10,2020-03-09,2020-02-08
718,653.0,2021-03,2021-03-10,2021-03-09,2021-02-08,2020-03-10,2020-03-09,2020-02-08
719,1427.0,2021-03,2021-03-11,2021-03-10,2021-03-09,2020-03-10,2020-03-09,2020-03-08
720,1168.0,2021-03,2021-03-11,2021-03-10,2021-03-09,2020-03-11,2020-03-10,2020-03-09
721,1376.0,2021-03,2021-03-11,2021-03-10,2021-03-09,2020-03-11,2020-03-10,2020-03-09
722,1305.0,2021-03,2021-03-11,2021-03-10,2021-03-09,2020-03-11,2020-03-10,2020-03-09
723,1364.0,2021-03,2021-03-11,2021-03-10,2021-03-09,2020-03-11,2020-03-10,2020-03-09
724,1786.0,2021-03,2021-03-11,2021-03-10,2021-03-09,2020-03-11,2020-03-10,2020-03-09
725,535.0,2021-03,2021-03-11,2021-03-10,2021-03-09,2020-03-11,2020-03-10,2020-03-09
726,1045.0,2021-03,2021-03-12,2021-03-11,2021-03-10,2020-03-11,2020-03-10,2020-03-09
727,1057.0,2021-03,2021-03-12,2021-03-11,2021-03-10,2020-03-12,2020-03-11,2020-03-10
728,1212.0,2021-03,2021-03-12,2021-03-11,2021-03-10,2020-03-12,2020-03-11,2020-03-10
729,1539.0,2021-03,2021-03-12,2021-03-11,2021-03-10,2020-03-12,2020-03-11,2020-03-10
730,1663.0,2021-04,2021-04-14,2021-04-13,2021-03-12,2020-04-14,2020-04-13,2020-03-12
731,2166.0,2021-04,2021-04-14,2021-04-13,2021-03-12,2020-04-14,2020-04-13,2020-03-12
732,503.0,2021-04,2021-04-14,2021-04-13,2021-03-12,2020-04-14,2020-04-13,2020-03-12
733,1373.0,2021-04,2021-04-15,2021-04-14,2021-03-13,2020-04-14,2020-04-13,2020-03-12
734,1261.0,2021-04,2021-04-15,2021-04-14,2021-03-13,2020-04-15,2020-04-14,2020-03-13
735,1377.0,2021-04,2021-04-15,2021-04-14,2021-03-13,2020-04-15,2020-04-14,2020-03-13
736,1583.0,2021-04,2021-04-15,2021-04-14,2021-04-13,2020-04-15,2020-04-14,2020-04-13
737,1771.0,2021-04,2021-04-15,2021-04-14,2021-04-13,2020-04-15,2020-04-14,2020-04-13
738,2166.0,2021-04,2021-04-15,2021-04-14,2021-04-13,2020-04-15,2020-04-14,2020-04-13
739,622.0,2021-04,2021-04-15,2021-04-14,2021-04-13,2020-04-15,2020-04-14,2020-04-13
740,1226.0,2021-04,2021-04-16,2021-04-15,2021-04-14,2020-04-15,2020-04-14,2020-04-13
741,1338.0,2021-04,2021-04-16,2021-04-15,2021-04-14,2020-04-16,2020-04-15,2020-04-14
742,1096.0,2021-04,2021-04-16,2021-04-15,2021-04-14,2020-04-16,2020-04-15,2020-04-14
743,1321.0,2021-04,2021-04-16,2021-04-15,2021-04-14,2020-04-16,2020-04-15,2020-04-14
744,1444.0,2021-04,2021-04-16,2021-04-15,2021-04-14,2020-04-16,2020-04-15,2020-04-14
745,2436.0,2021-04,2021-04-16,2021-04-15,2021-04-14,2020-04-16,2020-04-15,2020-04-14
746,633.0,2021-04,2021-04-16,2021-04-15,2021-04-14,2020-04-16,2020-04-15,2020-04-14
747,1379.0,2021-04,2021-04-17,2021-04-16,2021-04-15,2020-04-16,2020-04-15,2020-04-14
748,1522.0,2021-04,2021-04-17,2021-04-16,2021-04-15,2020-04-17,2020-04-16,2020-04-15
749,1642.0,2021-04,2021-04-17,2021-04-16,2021-04-15,2020-04-17,2020-04-16,2020-04-15
