,Quantidade,AnoMes,AnoMesSemana,AnoMesSemana1SemanaAnterior,AnoMesSemana2SemanaAnterior,AnoMesSemanaAnoAnterior,AnoMesSemanaAnoAnterior1Semana,AnoMesSemanaAnoAnterior2Semana
0,2516.0,2019-01,2019-01-00,2018-12-52,2018-12-51,2018-01-01,2017-12-52,2017-12-51
1,3094.0,2019-01,2019-01-00,2018-12-52,2018-12-51,2018-01-01,2017-12-52,2017-12-51
2,3384.0,2019-01,2019-01-00,2018-12-52,2018-12-51,2018-01-01,2017-12-52,2017-12-51
3,3592.0,2019-01,2019-01-00,2018-12-52,2018-12-51,2018-01-01,2017-12-52,2017-12-51
4,1087.0,2019-01,2019-01-00,2018-12-52,2018-12-51,2018-01-01,2017-12-52,2017-12-51
5,2970.0,2019-01,2019-01-01,2018-12-53,2018-12-52,2018-01-01,2017-12-52,2017-12-51
6,3257.0,2019-01,2019-01-01,2019-01-00,2018-12-52,2018-01-02,2018-01-01,2017-12-52
7,3093.0,2019-01,2019-01-01,2019-01-00,2018-12-52,2018-01-02,2018-01-01,2017-12-52
8,3046.0,2019-01,2019-01-01,2019-01-00,2018-12-52,2018-01-02,2018-01-01,2017-12-52
9,3089.0,2019-01,2019-01-01,2019-01-00,2018-12-52,2018-01-02,2018-01-01,2017-12-52
10,3385.0,2019-01,2019-01-01,2019-01-00,2018-12-52,2018-01-02,2018-01-01,2017-12-52
11,792.0,2019-01,2019-01-01,2019-01-00,2018-12-52,2018-01-02,2018-01-01,2017-12-52
12,2778.0,2019-01,2019-01-02,2019-01-01,2018-12-53,2018-01-02,2018-01-01,2017-12-52
13,2834.0,2019-01,2019-01-02,2019-01-01,2019-01-00,2018-01-03,2018-01-02,2018-01-01
14,2710.0,2019-01,2019-01-02,2019-01-01,2019-01-00,2018-01-03,2018-01-02,2018-01-01
15,2782.0,2019-01,2019-01-02,2019-01-01,2019-01-00,2018-01-03,2018-01-02,2018-01-01
16,2790.0,2019-01,2019-01-02,2019-01-01,2019-01-00,2018-01-03,2018-01-02,2018-01-01
17,2997.0,2019-01,2019-01-02,2019-01-01,2019-01-00,2018-01-03,2018-01-02,2018-01-01
18,727.0,2019-01,2019-01-02,2019-01-01,2019-01-00,2018-01-03,2018-01-02,2018-01-01
19,2202.0,2019-01,2019-01-03,2019-01-02,2019-01-01,2018-01-03,2018-01-02,2018-01-01
20,2180.0,2019-01,2019-01-03,2019-01-02,2019-01-01,2018-01-04,2018-01-03,2018-01-02
21,2075.0,2019-01,2019-01-03,2019-01-02,2019-01-01,2018-01-04,2018-01-03,2018-01-02
22,2287.0,2019-01,2019-01-03,2019-01-02,2019-01-01,2018-01-04,2018-01-03,2018-01-02
23,2260.0,2019-01,2019-01-03,2019-01-02,2019-01-01,2018-01-04,2018-01-03,2018-01-02
24,2992.0,2019-01,2019-01-03,2019-01-02,2019-01-01,2018-01-04,2018-01-03,2018-01-02
25,688.0,2019-01,2019-01-03,2019-01-02,2019-01-01,2018-01-04,2018-01-03,2018-01-02
26,2240.0,2019-01,2019-01-04,2019-01-03,2019-01-02,2018-01-04,2018-01-03,2018-01-02
27,2236.0,2019-01,2019-01-04,2019-01-03,2019-01-02,2018-01-05,2018-01-04,2018-01-03
28,2390.0,2019-01,2019-01-04,2019-01-03,2019-01-02,2018-01-05,2018-01-04,2018-01-03
29,2665.0,2019-01,2019-01-04,2019-01-03,2019-01-02,2018-01-05,2018-01-04,2018-01-03
30,2997.0,2019-02,2019-02-04,2019-01-03,2019-01-02,2018-02-05,2018-01-04,2018-01-03
31,3637.0,2019-02,2019-02-04,2019-01-03,2019-01-02,2018-02-05,2018-01-04,2018-01-03
32,1092.0,2019-02,2019-02-04,2019-01-03,2019-01-02,2018-02-05,2018-01-04,2018-01-03
33,2758.0,2019-02,2019-02-05,2019-01-04,2019-01-03,2018-02-05,2018-01-04,2018-01-03
34,3176.0,2019-02,2019-02-05,2019-01-04,2019-01-03,2018-02-06,2018-01-05,2018-01-04
35,3065.0,2019-02,2019-02-05,2019-01-04,2019-01-03,2018-02-06,2018-01-05,2018-01-04
36,3361.0,2019-02,2019-02-05,2019-01-04,2019-01-03,2018-02-06,2018-01-05,2018-01-04
37,3893.0,2019-02,2019-02-05,2019-02-04,2019-01-03,2018-02-06,2018-02-05,2018-01-04
38,5170.0,2019-02,2019-02-05,2019-02-04,2019-01-03,2018-02-06,2018-02-05,2018-01-04
39,1363.0,2019-02,2019-02-05,2019-02-04,2019-01-03,2018-02-06,2018-02-05,2018-01-04
40,2896.0,2019-02,2019-02-06,2019-02-05,2019-01-04,2018-02-06,2018-02-05,2018-01-04
41,2546.0,2019-02,2019-02-06,2019-02-05,2019-01-04,2018-02-07,2018-02-06,2018-01-05
42,2308.0,2019-02,2019-02-06,2019-02-05,2019-01-04,2018-02-07,2018-02-06,2018-01-05
43,2614.0,2019-02,2019-02-06,2019-02-05,2019-01-04,2018-02-07,2018-02-06,2018-01-05
44,2899.0,2019-02,2019-02-06,2019-02-05,2019-02-04,2018-02-07,2018-02-06,2018-02-05
45,3700.0,2019-02,2019-02-06,2019-02-05,2019-02-04,2018-02-07,2018-02-06,2018-02-05
46,1038.0,2019-02,2019-02-06,2019-02-05,2019-02-04,2018-02-07,2018-02-06,2018-02-05
47,2187.0,2019-02,2019-02-07,2019-02-06,2019-02-05,2018-02-07,2018-02-06,2018-02-05
48,2352.0,2019-02,2019-02-07,2019-02-06,2019-02-05,2018-02-08,2018-02-07,2018-02-06
49,2514.0,2019-02,2019-02-07,2019-02-06,2019-02-05,2018-02-08,2018-02-07,2018-02-06
50,2433.0,2019-02,2019-02-07,2019-02-06,2019-02-05,2018-02-08,2018-02-07,2018-02-06
51,3219.0,2019-02,2019-02-07,2019-02-06,2019-02-05,2018-02-08,2018-02-07,2018-02-06
52,3659.0,2019-02,2019-02-07,2019-02-06,2019-02-05,2018-02-08,2018-02-07,2018-02-06
53,977.0,2019-02,2019-02-07,2019-02-06,2019-02-05,2018-02-08,2018-02-07,2018-02-06
54,1961.0,2019-02,2019-02-08,2019-02-07,2019-02-06,2018-02-08,2018-02-07,2018-02-06
55,2297.0,2019-02,2019-02-08,2019-02-07,2019-02-06,2018-02-09,2018-02-08,2018-02-07
56,2442.0,2019-02,2019-02-08,2019-02-07,2019-02-06,2018-02-09,2018-02-08,2018-02-07
57,2915.0,2019-02,2019-02-08,2019-02-07,2019-02-06,2018-02-09,2018-02-08,2018-02-07
58,3734.0,2019-03,2019-03-08,2019-02-07,2019-02-06,2018-03-09,2018-02-08,2018-02-07
59,3064.0,2019-03,2019-03-08,2019-02-07,2019-02-06,2018-03-09,2018-02-08,2018-02-07
60,783.0,2019-03,2019-03-08,2019-02-07,2019-02-06,2018-03-09,2018-02-08,2018-02-07
61,459.0,2019-03,2019-03-09,2019-02-08,2019-02-07,2018-03-09,2018-02-08,2018-02-07
62,1758.0,2019-03,2019-03-09,2019-02-08,2019-02-07,2018-03-10,2018-02-09,2018-02-08
63,3022.0,2019-03,2019-03-09,2019-02-08,2019-02-07,2018-03-10,2018-02-09,2018-02-08
64,3743.0,2019-03,2019-03-09,2019-03-08,2019-02-07,2018-03-10,2018-03-09,2018-02-08
65,3772.0,2019-03,2019-03-09,2019-03-08,2019-02-07,2018-03-10,2018-03-09,2018-02-08
66,1119.0,2019-03,2019-03-09,2019-03-08,2019-02-07,2018-03-10,2018-03-09,2018-02-08
67,2408.0,2019-03,2019-03-10,2019-03-09,2019-02-08,2018-03-10,2018-03-09,2018-02-08
68,2605.0,2019-03,2019-03-10,2019-03-09,2019-02-08,2018-03-11,2018-03-10,2018-02-09
69,2028.0,2019-03,2019-03-10,2019-03-09,2019-02-08,2018-03-11,2018-03-10,2018-02-09
70,2514.0,2019-03,2019-03-10,2019-03-09,2019-02-08,2018-03-11,2018-03-10,2018-02-09
71,3339.0,2019-03,2019-03-10,2019-03-09,2019-03-08,2018-03-11,2018-03-10,2018-03-09
72,3697.0,2019-03,2019-03-10,2019-03-09,2019-03-08,2018-03-11,2018-03-10,2018-03-09
73,1165.0,2019-03,2019-03-10,2019-03-09,2019-03-08,2018-03-11,2018-03-10,2018-03-09
74,2265.0,2019-03,2019-03-11,2019-03-10,2019-03-09,2018-03-11,2018-03-10,2018-03-09
75,2088.0,2019-03,2019-03-11,2019-03-10,2019-03-09,2018-03-12,2018-03-11,2018-03-10
76,2267.0,2019-03,2019-03-11,2019-03-10,2019-03-09,2018-03-12,2018-03-11,2018-03-10
77,1981.0,2019-03,2019-03-11,2019-03-10,2019-03-09,2018-03-12,2018-03-11,2018-03-10
78,2915.0,2019-03,2019-03-11,2019-03-10,2019-03-09,2018-03-12,2018-03-11,2018-03-10
79,3559.0,2019-03,2019-03-11,2019-03-10,2019-03-09,2018-03-12,2018-03-11,2018-03-10
80,888.0,2019-03,2019-03-11,2019-03-10,2019-03-09,2018-03-12,2018-03-11,2018-03-10
81,2049.0,2019-03,2019-03-12,2019-03-11,2019-03-10,2018-03-12,2018-03-11,2018-03-10
82,1900.0,2019-03,2019-03-12,2019-03-11,2019-03-10,2018-03-13,2018-03-12,2018-03-11
83,1933.0,2019-03,2019-03-12,2019-03-11,2019-03-10,2018-03-13,2018-03-12,2018-03-11
84,1999.0,2019-03,2019-03-12,2019-03-11,2019-03-10,2018-03-13,2018-03-12,2018-03-11
85,2809.0,2019-03,2019-03-12,2019-03-11,2019-03-10,2018-03-13,2018-03-12,2018-03-11
86,3728.0,2019-03,2019-03-12,2019-03-11,2019-03-10,2018-03-13,2018-03-12,2018-03-11
87,1013.0,2019-03,2019-03-12,2019-03-11,2019-03-10,2018-03-13,2018-03-12,2018-03-11
88,2280.0,2019-04,2019-04-13,2019-03-12,2019-03-11,2018-04-13,2018-03-12,2018-03-11
89,2397.0,2019-04,2019-04-13,2019-03-12,2019-03-11,2018-04-14,2018-03-13,2018-03-12
90,2289.0,2019-04,2019-04-13,2019-03-12,2019-03-11,2018-04-14,2018-03-13,2018-03-12
91,2543.0,2019-04,2019-04-13,2019-03-12,2019-03-11,2018-04-14,2018-03-13,2018-03-12
92,3361.0,2019-04,2019-04-13,2019-03-12,2019-03-11,2018-04-14,2018-03-13,2018-03-12
93,4596.0,2019-04,2019-04-13,2019-03-12,2019-03-11,2018-04-14,2018-03-13,2018-03-12
94,1300.0,2019-04,2019-04-13,2019-03-12,2019-03-11,2018-04-14,2018-03-13,2018-03-12
95,2185.0,2019-04,2019-04-14,2019-04-13,2019-03-12,2018-04-14,2018-04-13,2018-03-12
96,1623.0,2019-04,2019-04-14,2019-04-13,2019-03-12,2018-04-15,2018-04-14,2018-03-13
97,2558.0,2019-04,2019-04-14,2019-04-13,2019-03-12,2018-04-15,2018-04-14,2018-03-13
98,2515.0,2019-04,2019-04-14,2019-04-13,2019-03-12,2018-04-15,2018-04-14,2018-03-13
99,2932.0,2019-04,2019-04-14,2019-04-13,2019-03-12,2018-04-15,2018-04-14,2018-03-13
100,4222.0,2019-04,2019-04-14,2019-04-13,2019-03-12,2018-04-15,2018-04-14,2018-03-13
101,1012.0,2019-04,2019-04-14,2019-04-13,2019-03-12,2018-04-15,2018-04-14,2018-03-13
102,2296.0,2019-04,2019-04-15,2019-04-14,2019-04-13,2018-04-15,2018-04-14,2018-04-13
103,2285.0,2019-04,2019-04-15,2019-04-14,2019-04-13,2018-04-16,2018-04-15,2018-04-14
104,2496.0,2019-04,2019-04-15,2019-04-14,2019-04-13,2018-04-16,2018-04-15,2018-04-14
105,2902.0,2019-04,2019-04-15,2019-04-14,2019-04-13,2018-04-16,2018-04-15,2018-04-14
106,1033.0,2019-04,2019-04-15,2019-04-14,2019-04-13,2018-04-16,2018-04-15,2018-04-14
107,3741.0,2019-04,2019-04-15,2019-04-14,2019-04-13,2018-04-16,2018-04-15,2018-04-14
108,625.0,2019-04,2019-04-15,2019-04-14,2019-04-13,2018-04-16,2018-04-15,2018-04-14
109,2432.0,2019-04,2019-04-16,2019-04-15,2019-04-14,2018-04-16,2018-04-15,2018-04-14
110,908.0,2019-04,2019-04-16,2019-04-15,2019-04-14,2018-04-17,2018-04-16,2018-04-15
111,2095.0,2019-04,2019-04-16,2019-04-15,2019-04-14,2018-04-17,2018-04-16,2018-04-15
112,2219.0,2019-04,2019-04-16,2019-04-15,2019-04-14,2018-04-17,2018-04-16,2018-04-15
113,2735.0,2019-04,2019-04-16,2019-04-15,2019-04-14,2018-04-17,2018-04-16,2018-04-15
114,3527.0,2019-04,2019-04-16,2019-04-15,2019-04-14,2018-04-17,2018-04-16,2018-04-15
115,911.0,2019-04,2019-04-16,2019-04-15,2019-04-14,2018-04-17,2018-04-16,2018-04-15
116,2283.0,2019-04,2019-04-17,2019-04-16,2019-04-15,2018-04-17,2018-04-16,2018-04-15
117,2928.0,2019-04,2019-04-17,2019-04-16,2019-04-15,2018-04-18,2018-04-17,2018-04-16
118,1285.0,2019-05,2019-05-17,2019-04-16,2019-04-15,2018-05-18,2018-04-17,2018-04-16
119,2889.0,2019-05,2019-05-17,2019-04-16,2019-04-15,2018-05-18,2018-04-17,2018-04-16
120,4265.0,2019-05,2019-05-17,2019-04-16,2019-04-15,2018-05-18,2018-04-17,2018-04-16
121,5356.0,2019-05,2019-05-17,2019-04-16,2019-04-15,2018-05-18,2018-04-17,2018-04-16
122,1462.0,2019-05,2019-05-17,2019-04-16,2019-04-15,2018-05-18,2018-04-17,2018-04-16
123,3259.0,2019-05,2019-05-18,2019-04-17,2019-04-16,2018-05-18,2018-04-17,2018-04-16
124,3800.0,2019-05,2019-05-18,2019-04-17,2019-04-16,2018-05-19,2018-04-18,2018-04-17
125,4787.0,2019-05,2019-05-18,2019-05-17,2019-04-16,2018-05-19,2018-05-18,2018-04-17
126,5637.0,2019-05,2019-05-18,2019-05-17,2019-04-16,2018-05-19,2018-05-18,2018-04-17
127,8454.0,2019-05,2019-05-18,2019-05-17,2019-04-16,2018-05-19,2018-05-18,2018-04-17
128,16375.0,2019-05,2019-05-18,2019-05-17,2019-04-16,2018-05-19,2018-05-18,2018-04-17
129,2839.0,2019-05,2019-05-18,2019-05-17,2019-04-16,2018-05-19,2018-05-18,2018-04-17
130,2856.0,2019-05,2019-05-19,2019-05-18,2019-04-17,2018-05-19,2018-05-18,2018-04-17
131,2899.0,2019-05,2019-05-19,2019-05-18,2019-04-17,2018-05-20,2018-05-19,2018-04-18
132,2844.0,2019-05,2019-05-19,2019-05-18,2019-05-17,2018-05-20,2018-05-19,2018-05-18
133,3053.0,2019-05,2019-05-19,2019-05-18,2019-05-17,2018-05-20,2018-05-19,2018-05-18
134,3095.0,2019-05,2019-05-19,2019-05-18,2019-05-17,2018-05-20,2018-05-19,2018-05-18
135,4611.0,2019-05,2019-05-19,2019-05-18,2019-05-17,2018-05-20,2018-05-19,2018-05-18
136,1245.0,2019-05,2019-05-19,2019-05-18,2019-05-17,2018-05-20,2018-05-19,2018-05-18
137,2500.0,2019-05,2019-05-20,2019-05-19,2019-05-18,2018-05-20,2018-05-19,2018-05-18
138,2620.0,2019-05,2019-05-20,2019-05-19,2019-05-18,2018-05-21,2018-05-20,2018-05-19
139,2525.0,2019-05,2019-05-20,2019-05-19,2019-05-18,2018-05-21,2018-05-20,2018-05-19
140,2614.0,2019-05,2019-05-20,2019-05-19,2019-05-18,2018-05-21,2018-05-20,2018-05-19
141,3028.0,2019-05,2019-05-20,2019-05-19,2019-05-18,2018-05-21,2018-05-20,2018-05-19
142,3752.0,2019-05,2019-05-20,2019-05-19,2019-05-18,2018-05-21,2018-05-20,2018-05-19
143,1030.0,2019-05,2019-05-20,2019-05-19,2019-05-18,2018-05-21,2018-05-20,2018-05-19
144,2159.0,2019-05,2019-05-21,2019-05-20,2019-05-19,2018-05-21,2018-05-20,2018-05-19
145,2041.0,2019-05,2019-05-21,2019-05-20,2019-05-19,2018-05-22,2018-05-21,2018-05-20
146,2249.0,2019-05,2019-05-21,2019-05-20,2019-05-19,2018-05-22,2018-05-21,2018-05-20
147,2547.0,2019-05,2019-05-21,2019-05-20,2019-05-19,2018-05-22,2018-05-21,2018-05-20
148,3030.0,2019-05,2019-05-21,2019-05-20,2019-05-19,2018-05-22,2018-05-21,2018-05-20
149,4079.0,2019-06,2019-06-21,2019-05-20,2019-05-19,2018-06-22,2018-05-21,2018-05-20
150,1207.0,2019-06,2019-06-21,2019-05-20,2019-05-19,2018-06-22,2018-05-21,2018-05-20
151,2376.0,2019-06,2019-06-22,2019-05-21,2019-05-20,2018-06-22,2018-05-21,2018-05-20
152,3291.0,2019-06,2019-06-22,2019-05-21,2019-05-20,2018-06-23,2018-05-22,2018-05-21
153,3721.0,2019-06,2019-06-22,2019-05-21,2019-05-20,2018-06-23,2018-05-22,2018-05-21
154,4341.0,2019-06,2019-06-22,2019-05-21,2019-05-20,2018-06-23,2018-05-22,2018-05-21
155,4840.0,2019-06,2019-06-22,2019-05-21,2019-05-20,2018-06-23,2018-05-22,2018-05-21
156,6562.0,2019-06,2019-06-22,2019-06-21,2019-05-20,2018-06-23,2018-06-22,2018-05-21
157,1583.0,2019-06,2019-06-22,2019-06-21,2019-05-20,2018-06-23,2018-06-22,2018-05-21
158,3791.0,2019-06,2019-06-23,2019-06-22,2019-05-21,2018-06-23,2018-06-22,2018-05-21
159,4505.0,2019-06,2019-06-23,2019-06-22,2019-05-21,2018-06-24,2018-06-23,2018-05-22
160,6240.0,2019-06,2019-06-23,2019-06-22,2019-05-21,2018-06-24,2018-06-23,2018-05-22
161,3446.0,2019-06,2019-06-23,2019-06-22,2019-05-21,2018-06-24,2018-06-23,2018-05-22
162,3859.0,2019-06,2019-06-23,2019-06-22,2019-05-21,2018-06-24,2018-06-23,2018-05-22
163,5011.0,2019-06,2019-06-23,2019-06-22,2019-06-21,2018-06-24,2018-06-23,2018-06-22
164,1228.0,2019-06,2019-06-23,2019-06-22,2019-06-21,2018-06-24,2018-06-23,2018-06-22
165,2662.0,2019-06,2019-06-24,2019-06-23,2019-06-22,2018-06-24,2018-06-23,2018-06-22
166,2676.0,2019-06,2019-06-24,2019-06-23,2019-06-22,2018-06-25,2018-06-24,2018-06-23
167,3110.0,2019-06,2019-06-24,2019-06-23,2019-06-22,2018-06-25,2018-06-24,2018-06-23
168,1311.0,2019-06,2019-06-24,2019-06-23,2019-06-22,2018-06-25,2018-06-24,2018-06-23
169,3575.0,2019-06,2019-06-24,2019-06-23,2019-06-22,2018-06-25,2018-06-24,2018-06-23
170,3640.0,2019-06,2019-06-24,2019-06-23,2019-06-22,2018-06-25,2018-06-24,2018-06-23
171,889.0,2019-06,2019-06-24,2019-06-23,2019-06-22,2018-06-25,2018-06-24,2018-06-23
172,3547.0,2019-06,2019-06-25,2019-06-24,2019-06-23,2018-06-25,2018-06-24,2018-06-23
173,3471.0,2019-06,2019-06-25,2019-06-24,2019-06-23,2018-06-26,2018-06-25,2018-06-24
174,3224.0,2019-06,2019-06-25,2019-06-24,2019-06-23,2018-06-26,2018-06-25,2018-06-24
175,3279.0,2019-06,2019-06-25,2019-06-24,2019-06-23,2018-06-26,2018-06-25,2018-06-24
176,3969.0,2019-06,2019-06-25,2019-06-24,2019-06-23,2018-06-26,2018-06-25,2018-06-24
177,4676.0,2019-06,2019-06-25,2019-06-24,2019-06-23,2018-06-26,2018-06-25,2018-06-24
178,1236.0,2019-06,2019-06-25,2019-06-24,2019-06-23,2018-06-26,2018-06-25,2018-06-24
179,3189.0,2019-07,2019-07-26,2019-06-25,2019-06-24,2018-07-26,2018-06-25,2018-06-24
180,3694.0,2019-07,2019-07-26,2019-06-25,2019-06-24,2018-07-27,2018-06-26,2018-06-25
181,3862.0,2019-07,2019-07-26,2019-06-25,2019-06-24,2018-07-27,2018-06-26,2018-06-25
182,3914.0,2019-07,2019-07-26,2019-06-25,2019-06-24,2018-07-27,2018-06-26,2018-06-25
183,4583.0,2019-07,2019-07-26,2019-06-25,2019-06-24,2018-07-27,2018-06-26,2018-06-25
184,6259.0,2019-07,2019-07-26,2019-06-25,2019-06-24,2018-07-27,2018-06-26,2018-06-25
185,1344.0,2019-07,2019-07-26,2019-06-25,2019-06-24,2018-07-27,2018-06-26,2018-06-25
186,3861.0,2019-07,2019-07-27,2019-07-26,2019-06-25,2018-07-27,2018-07-26,2018-06-25
187,3943.0,2019-07,2019-07-27,2019-07-26,2019-06-25,2018-07-28,2018-07-27,2018-06-26
188,4155.0,2019-07,2019-07-27,2019-07-26,2019-06-25,2018-07-28,2018-07-27,2018-06-26
189,4011.0,2019-07,2019-07-27,2019-07-26,2019-06-25,2018-07-28,2018-07-27,2018-06-26
190,4419.0,2019-07,2019-07-27,2019-07-26,2019-06-25,2018-07-28,2018-07-27,2018-06-26
191,5078.0,2019-07,2019-07-27,2019-07-26,2019-06-25,2018-07-28,2018-07-27,2018-06-26
192,1315.0,2019-07,2019-07-27,2019-07-26,2019-06-25,2018-07-28,2018-07-27,2018-06-26
193,3275.0,2019-07,2019-07-28,2019-07-27,2019-07-26,2018-07-28,2018-07-27,2018-07-26
194,2731.0,2019-07,2019-07-28,2019-07-27,2019-07-26,2018-07-29,2018-07-28,2018-07-27
195,3140.0,2019-07,2019-07-28,2019-07-27,2019-07-26,2018-07-29,2018-07-28,2018-07-27
196,3351.0,2019-07,2019-07-28,2019-07-27,2019-07-26,2018-07-29,2018-07-28,2018-07-27
197,3932.0,2019-07,2019-07-28,2019-07-27,2019-07-26,2018-07-29,2018-07-28,2018-07-27
198,4298.0,2019-07,2019-07-28,2019-07-27,2019-07-26,2018-07-29,2018-07-28,2018-07-27
199,1133.0,2019-07,2019-07-28,2019-07-27,2019-07-26,2018-07-29,2018-07-28,2018-07-27
200,2702.0,2019-07,2019-07-29,2019-07-28,2019-07-27,2018-07-29,2018-07-28,2018-07-27
201,2595.0,2019-07,2019-07-29,2019-07-28,2019-07-27,2018-07-30,2018-07-29,2018-07-28
202,2549.0,2019-07,2019-07-29,2019-07-28,2019-07-27,2018-07-30,2018-07-29,2018-07-28
203,2960.0,2019-07,2019-07-29,2019-07-28,2019-07-27,2018-07-30,2018-07-29,2018-07-28
204,3094.0,2019-07,2019-07-29,2019-07-28,2019-07-27,2018-07-30,2018-07-29,2018-07-28
205,3445.0,2019-07,2019-07-29,2019-07-28,2019-07-27,2018-07-30,2018-07-29,2018-07-28
206,856.0,2019-07,2019-07-29,2019-07-28,2019-07-27,2018-07-30,2018-07-29,2018-07-28
207,2336.0,2019-07,2019-07-30,2019-07-29,2019-07-28,2018-07-30,2018-07-29,2018-07-28
208,2556.0,2019-07,2019-07-30,2019-07-29,2019-07-28,2018-07-31,2018-07-30,2018-07-29
209,2501.0,2019-07,2019-07-30,2019-07-29,2019-07-28,2018-07-31,2018-07-30,2018-07-29
210,3081.0,2019-08,2019-08-30,2019-07-29,2019-07-28,2018-08-31,2018-07-30,2018-07-29
211,3622.0,2019-08,2019-08-30,2019-07-29,2019-07-28,2018-08-31,2018-07-30,2018-07-29
212,3695.0,2019-08,2019-08-30,2019-07-29,2019-07-28,2018-08-31,2018-07-30,2018-07-29
213,1027.0,2019-08,2019-08-30,2019-07-29,2019-07-28,2018-08-31,2018-07-30,2018-07-29
214,2851.0,2019-08,2019-08-31,2019-07-30,2019-07-29,2018-08-31,2018-07-30,2018-07-29
215,3156.0,2019-08,2019-08-31,2019-07-30,2019-07-29,2018-08-32,2018-07-31,2018-07-30
216,3417.0,2019-08,2019-08-31,2019-07-30,2019-07-29,2018-08-32,2018-07-31,2018-07-30
217,3756.0,2019-08,2019-08-31,2019-08-30,2019-07-29,2018-08-32,2018-08-31,2018-07-30
218,4342.0,2019-08,2019-08-31,2019-08-30,2019-07-29,2018-08-32,2018-08-31,2018-07-30
219,5631.0,2019-08,2019-08-31,2019-08-30,2019-07-29,2018-08-32,2018-08-31,2018-07-30
220,1052.0,2019-08,2019-08-31,2019-08-30,2019-07-29,2018-08-32,2018-08-31,2018-07-30
221,2749.0,2019-08,2019-08-32,2019-08-31,2019-07-30,2018-08-32,2018-08-31,2018-07-30
222,2529.0,2019-08,2019-08-32,2019-08-31,2019-07-30,2018-08-33,2018-08-32,2018-07-31
223,2343.0,2019-08,2019-08-32,2019-08-31,2019-07-30,2018-08-33,2018-08-32,2018-07-31
224,3116.0,2019-08,2019-08-32,2019-08-31,2019-08-30,2018-08-33,2018-08-32,2018-08-31
225,3533.0,2019-08,2019-08-32,2019-08-31,2019-08-30,2018-08-33,2018-08-32,2018-08-31
226,4451.0,2019-08,2019-08-32,2019-08-31,2019-08-30,2018-08-33,2018-08-32,2018-08-31
227,1138.0,2019-08,2019-08-32,2019-08-31,2019-08-30,2018-08-33,2018-08-32,2018-08-31
228,2236.0,2019-08,2019-08-33,2019-08-32,2019-08-31,2018-08-33,2018-08-32,2018-08-31
229,2234.0,2019-08,2019-08-33,2019-08-32,2019-08-31,2018-08-34,2018-08-33,2018-08-32
230,2928.0,2019-08,2019-08-33,2019-08-32,2019-08-31,2018-08-34,2018-08-33,2018-08-32
231,2679.0,2019-08,2019-08-33,2019-08-32,2019-08-31,2018-08-34,2018-08-33,2018-08-32
232,3353.0,2019-08,2019-08-33,2019-08-32,2019-08-31,2018-08-34,2018-08-33,2018-08-32
233,4516.0,2019-08,2019-08-33,2019-08-32,2019-08-31,2018-08-34,2018-08-33,2018-08-32
234,1058.0,2019-08,2019-08-33,2019-08-32,2019-08-31,2018-08-34,2018-08-33,2018-08-32
235,2520.0,2019-08,2019-08-34,2019-08-33,2019-08-32,2018-08-34,2018-08-33,2018-08-32
236,2677.0,2019-08,2019-08-34,2019-08-33,2019-08-32,2018-08-35,2018-08-34,2018-08-33
237,2541.0,2019-08,2019-08-34,2019-08-33,2019-08-32,2018-08-35,2018-08-34,2018-08-33
238,2663.0,2019-08,2019-08-34,2019-08-33,2019-08-32,2018-08-35,2018-08-34,2018-08-33
239,3302.0,2019-08,2019-08-34,2019-08-33,2019-08-32,2018-08-35,2018-08-34,2018-08-33
240,4178.0,2019-08,2019-08-34,2019-08-33,2019-08-32,2018-08-35,2018-08-34,2018-08-33
241,1022.0,2019-09,2019-09-34,2019-08-33,2019-08-32,2018-09-35,2018-08-34,2018-08-33
242,2761.0,2019-09,2019-09-35,2019-08-34,2019-08-33,2018-09-35,2018-08-34,2018-08-33
243,2842.0,2019-09,2019-09-35,2019-08-34,2019-08-33,2018-09-36,2018-08-35,2018-08-34
244,3232.0,2019-09,2019-09-35,2019-08-34,2019-08-33,2018-09-36,2018-08-35,2018-08-34
245,3510.0,2019-09,2019-09-35,2019-08-34,2019-08-33,2018-09-36,2018-08-35,2018-08-34
246,5065.0,2019-09,2019-09-35,2019-08-34,2019-08-33,2018-09-36,2018-08-35,2018-08-34
247,4519.0,2019-09,2019-09-35,2019-08-34,2019-08-33,2018-09-36,2018-08-35,2018-08-34
248,1425.0,2019-09,2019-09-35,2019-09-34,2019-08-33,2018-09-36,2018-09-35,2018-08-34
249,3469.0,2019-09,2019-09-36,2019-09-35,2019-08-34,2018-09-36,2018-09-35,2018-08-34
250,3533.0,2019-09,2019-09-36,2019-09-35,2019-08-34,2018-09-37,2018-09-36,2018-08-35
251,3268.0,2019-09,2019-09-36,2019-09-35,2019-08-34,2018-09-37,2018-09-36,2018-08-35
252,3443.0,2019-09,2019-09-36,2019-09-35,2019-08-34,2018-09-37,2018-09-36,2018-08-35
253,3831.0,2019-09,2019-09-36,2019-09-35,2019-08-34,2018-09-37,2018-09-36,2018-08-35
254,5083.0,2019-09,2019-09-36,2019-09-35,2019-08-34,2018-09-37,2018-09-36,2018-08-35
255,1277.0,2019-09,2019-09-36,2019-09-35,2019-09-34,2018-09-37,2018-09-36,2018-09-35
256,3224.0,2019-09,2019-09-37,2019-09-36,2019-09-35,2018-09-37,2018-09-36,2018-09-35
